,id,overall_sent,time_period_labour,time_period_conservatives
999158,1172161085408980993,0,1,1
2528022,1176040001525735424,-3,1,1
298529,1171044325897232392,0,1,1
3382216,1177892459168374816,0,1,1
1426995,1173137577253179394,-2,2,1
1591644,1173531557254041600,1,2,1
2822543,1176592816425906178,-2,4,1
2012630,1174432336970158080,1,1,1
4783649,1180974815617916929,0,1,1
2661180,1176365598147776519,-1,4,1
4758252,1180928763720278017,0,1,1
4277965,1179811688494829568,0,1,4
1685673,1173690003530158080,-3,2,1
684246,1171677315950153728,0,1,1
2517977,1176024364657106945,2,1,1
826780,1171886685799534593,2,1,1
638446,1171519231176740864,-2,1,1
1652585,1173637896278020099,-1,2,1
731981,1171738136227057664,-2,1,1
3647496,1178529276750176256,-3,1,3
654208,1171547161735172096,0,1,1
202399,1170966901314465792,0,1,1
4695102,1180800949675347968,-3,1,1
3980960,1179309355008712704,1,1,1
3810307,1178839899249741824,1,1,3
2560212,1176087880898371584,-1,1,1
1272422,1172749502161260544,0,1,1
3924082,1179118703918669824,-2,1,3
2654676,1176301749306580995,0,4,1
1271026,1172743915742457856,-1,1,1
1798077,1173968697158963203,0,2,1
2363604,1175485575375273990,0,3,1
911041,1172055651696173057,0,1,1
2194559,1174954748111245313,0,3,1
4698882,1180806734895570945,0,1,1
1389680,1172975595367669763,-2,1,1
2566005,1176097215921741825,-2,1,1
2417118,1175691841276133382,-1,3,1
2460078,1175791804966457344,0,3,1
2246250,1175072513963040768,0,3,1
2229870,1175025191526834176,0,3,1
1398549,1172996181326278657,0,1,1
1031183,1172207634172321792,0,1,1
3919832,1179109620528365570,-1,1,3
560006,1171386465978396673,-1,1,1
1325270,1172831671764340736,1,1,1
182168,1170947892741148672,-2,1,1
1703240,1173714156446453761,0,2,1
2600502,1176178057113210883,-2,1,1
1271091,1172744237991043072,-1,1,1
3882217,1179020592667865088,0,1,3
591965,1171427368356855813,1,1,1
906399,1172051550228930560,0,1,1
683386,1171676221073235969,1,1,1
2786630,1176543575947042817,0,4,1
2463653,1175803762180526082,-1,3,1
449161,1171186732978626560,2,1,1
561903,1171388499603402753,-1,1,1
3401631,1177924558797639680,0,1,1
1910122,1174245954490372102,-1,1,1
2674657,1176395135413903360,0,4,1
1410100,1173038236152844289,-2,2,1
4780981,1180969009472299014,0,1,1
4478159,1180220314619404288,-1,1,4
2377716,1175519779479838723,-1,3,1
1564399,1173487216825425920,-2,2,1
1752384,1173874500754137088,-1,2,1
2030627,1174509144163926016,1,3,1
4334403,1179890691239022592,-1,1,4
864659,1171933666966200321,0,1,1
2017829,1174442584372056064,0,1,1
4336293,1179894076151402496,-1,1,4
849287,1171908666334863368,0,1,1
2620608,1176209851132891145,-1,1,1
1017239,1172188260359188481,2,1,1
3893523,1179050380371488773,-3,1,3
1172330,1172481533430718464,0,1,1
1880131,1174208437099671552,0,1,1
2945859,1176854021702918144,-2,4,2
2633792,1176231140946059264,0,1,1
315825,1171060179204476928,-2,1,1
603092,1171447005601624066,1,1,1
2074870,1174636192001744898,0,3,1
177443,1170941628820987905,-2,1,1
2958834,1176886480859537408,2,4,2
3391143,1177905603685081090,0,1,1
1029323,1172205054780162049,-4,1,1
4071849,1179457064126619649,-1,1,1
1684232,1173687982924140544,0,2,1
260337,1171014416424296449,-1,1,1
2470206,1175823681202905089,-1,3,1
2237882,1175046639666499584,0,3,1
2768019,1176515489037737985,1,4,1
677517,1171667477702545408,-1,1,1
2780761,1176535182943408128,0,4,1
2011014,1174429256581095425,-3,1,1
4117897,1179514784888307712,1,1,1
1775703,1173915968340447232,-3,2,1
153600,1170852208402784256,-2,1,1
780281,1171828563563220992,-1,1,1
319188,1171063667451944960,-2,1,1
2607516,1176189771292561414,-2,1,1
554096,1171378967305228288,-2,1,1
676766,1171666092902834177,0,1,1
1862813,1174097759881875456,0,2,1
797811,1171855566932721664,-3,1,1
1297148,1172787274276380673,0,1,1
1824380,1174029560268165121,-2,2,1
1416431,1173105294337028096,-2,2,1
3656978,1178560852011732993,1,1,3
1888444,1174219373399171078,0,1,1
1284261,1172771748158279683,-1,1,1
4072256,1179457582949437443,3,1,1
1686486,1173691201888948224,-1,2,1
3269451,1177587277280600065,-3,1,2
1101551,1172362211844603906,3,1,1
3113118,1177192388739129344,-2,4,2
506256,1171323369691725824,-1,1,1
2520516,1176027924102811648,1,1,1
581127,1171411182353289217,0,1,1
1840471,1174054753057353728,0,2,1
561883,1171388483115659265,1,1,1
4444889,1180149061388767234,1,1,4
345084,1171086012405211136,0,1,1
2002997,1174413980095393798,-2,1,1
2623554,1176214461063028737,0,1,1
2991705,1176950246427041792,-1,4,2
684228,1171677292319449089,0,1,1
2347694,1175432360289955840,-1,3,1
2484202,1175866891132424202,-2,3,1
1883945,1174213990580445186,-2,1,1
965330,1172111152580612096,0,1,1
2617282,1176204712191975424,2,1,1
1225563,1172588833977831425,0,1,1
2187538,1174944094197403654,1,3,1
4781631,1180970367977959426,-2,1,1
739894,1171753074848931840,-1,1,1
4082073,1179470311374426117,0,1,1
4311100,1179857704917114881,0,1,4
4224561,1179731007446163456,-1,1,4
690867,1171685361489199105,-1,1,1
1238091,1172612191943573505,0,1,1
707117,1171704451784171520,0,1,1
3039218,1177074524245938179,-1,4,2
3895347,1179055140155904000,0,1,3
4744490,1180903272946819072,1,1,1
307224,1171052176090812421,0,1,1
554354,1171379274785394689,-1,1,1
658671,1171557185853304837,0,1,1
916025,1172060165308387328,2,1,1
2273822,1175153407079981056,-2,3,1
3884399,1179025785811865600,-2,1,3
735186,1171742983445712897,0,1,1
2691163,1176420975262523392,0,4,1
3122201,1177210176056758272,-1,4,2
4240470,1179755338796556288,-1,1,4
768391,1171807023484284928,1,1,1
1834403,1174044980530286593,1,2,1
2020087,1174447708918243331,1,1,1
2569654,1176103969606836226,-2,1,1
2570356,1176105205076770817,-1,1,1
4697941,1180805182810152961,0,1,1
871152,1171968429802360832,-2,1,1
1874523,1174195509650698241,0,1,1
1808469,1173993795152764930,0,2,1
3933364,1179136388932857857,0,1,3
601545,1171444425513295881,1,1,1
3569469,1178305177813733377,-2,1,3
1384956,1172966070707269633,-2,1,1
3966668,1179271792252375040,0,1,1
607376,1171453582916276225,-2,1,1
576859,1171405705515032583,1,1,1
1061651,1172247738047696903,3,1,1
2293434,1175285951616233472,-2,3,1
2304961,1175316666202411011,-2,3,1
190929,1170957262585761794,-2,1,1
3972091,1179283884984406021,-2,1,1
985637,1172138351882842112,1,1,1
496314,1171312738951454720,1,1,1
3624970,1178421197165469697,0,1,3
3894653,1179053447133483008,0,1,3
701569,1171697770262142976,0,1,1
663264,1171574314404986882,1,1,1
1812830,1174002010603106309,-2,2,1
767405,1171805017139011589,1,1,1
383781,1171124431630061570,-2,1,1
3341295,1177806571092488192,-1,1,1
3547132,1178252400970420224,1,1,3
1402799,1173006041115742208,0,1,1
681312,1171673343369654273,0,1,1
1569600,1173496023358017537,-2,2,1
955017,1172098266265206784,1,1,1
2669779,1176387236989997056,-1,4,1
1555854,1173456259883917312,0,2,1
4216079,1179719504877764608,-1,1,4
1863642,1174100787234005007,1,2,1
2868879,1176737464905543680,0,4,2
718859,1171718211403956229,0,1,1
2906677,1176785029697024000,1,4,2
1854538,1174079045396570117,0,2,1
873220,1171987343080873993,2,1,1
1929091,1174269534183854087,-1,1,1
2189829,1174947710681567234,0,3,1
3101046,1177172329262137344,0,4,2
2666431,1176381017856401409,0,4,1
1062623,1172248926721859584,3,1,1
1970822,1174346888012816385,0,1,1
679344,1171670528576380928,0,1,1
3895616,1179055739391762433,-1,1,3
2483964,1175866289732116480,-1,3,1
4753168,1180919694116687872,0,1,1
3537563,1178239380248506368,1,1,3
679638,1171670965203419136,1,1,1
1914596,1174251165774745602,0,1,1
594141,1171430804997599234,1,1,1
2853994,1176644995715145729,1,4,1
4539388,1180427937104965632,0,1,4
1669400,1173663526768062465,1,2,1
2661474,1176366759332458496,-1,4,1
1052652,1172236879334428672,3,1,1
2621136,1176210667742924801,1,1,1
2777664,1176530509758959617,-1,4,1
870868,1171966349125529600,2,1,1
2885637,1176759987621814273,1,4,2
2649342,1176270063273414657,-4,1,1
384956,1171125651606265857,1,1,1
2309451,1175324098668486657,0,3,1
425483,1171163795735158791,2,1,1
487155,1171298640272535552,-1,1,1
2143146,1174784927516307456,1,3,1
551837,1171375897200529409,1,1,1
2027116,1174472247219818496,1,1,1
3148464,1177268438127038464,-1,4,2
1665846,1173658367211921409,-1,2,1
2426017,1175705064448696321,0,3,1
978195,1172126837092298753,1,1,1
558952,1171385192566710272,1,1,1
673486,1171658207506440193,1,1,1
2599894,1176177129874231296,0,1,1
4789090,1180993537430740992,0,1,1
2446099,1175745714523168768,0,3,1
4269176,1179799599013335042,-1,1,4
759880,1171789414009360387,0,1,1
1338679,1172857745550319618,-1,1,1
2623602,1176214535457443849,-1,1,1
577271,1171406172559216640,-2,1,1
725137,1171728513969414145,0,1,1
718087,1171717282667667456,0,1,1
1155594,1172458284785250304,0,1,1
2657518,1176335063778299906,1,4,1
1627728,1173594755588120577,-1,2,1
4239031,1179752948164943873,0,1,4
743675,1171758582603440128,-1,1,1
2198787,1174960871908335617,0,3,1
645916,1171533104260866048,0,1,1
2431027,1175713482131542018,-2,3,1
525395,1171343948243185664,1,1,1
1121818,1172408163724709889,-1,1,1
2155582,1174807275611000833,-1,3,1
3068863,1177131525621637120,-2,4,2
1244602,1172621622546718720,0,1,1
3045794,1177099056201355264,-1,4,2
638814,1171519930304319489,0,1,1
647524,1171535740674560001,0,1,1
2449383,1175754285042282501,-1,3,1
2927922,1176819204520955906,0,4,2
4420641,1180098511318192129,0,1,4
1440844,1173159916284055552,0,2,1
3655687,1178558490798952448,-1,1,3
897873,1172043385592524801,2,1,1
1379566,1172954500753166336,0,1,1
957976,1172101429982650368,-2,1,1
1440838,1173159907304103936,-2,2,1
3961288,1179236575944810496,-1,1,1
2163829,1174825898060767238,-1,3,1
2123689,1174742847402237953,0,3,1
3594261,1178363341879828482,-2,1,3
1897772,1174229286410182656,-1,1,1
1912465,1174248692083318786,0,1,1
3627170,1178424995837554689,1,1,3
883183,1172026496103452672,0,1,1
1136365,1172430919006748673,0,1,1
2612112,1176196807166238720,-2,1,1
1819282,1174015626848952320,0,2,1
1227343,1172592120621916161,0,1,1
3897810,1179061037133377536,0,1,3
368299,1171108382301925377,-3,1,1
2628168,1176221620245082114,-2,1,1
3872170,1178999416658767872,-1,1,3
2126534,1174748354909265920,1,3,1
2772092,1176522064116760577,-2,4,1
2437724,1175726013009076224,0,3,1
2498566,1175909375610957825,2,3,1
4620758,1180594587506659329,1,1,4
3162344,1177296716774748164,-1,4,2
1454740,1173183584146006016,2,2,1
3955458,1179180914988986379,-3,1,3
1030435,1172206597873000460,-4,1,1
4772524,1180953688011096066,0,1,1
2892515,1176767780206600194,0,4,2
1149044,1172446841901764608,3,1,1
3781299,1178770449460797448,-2,1,3
1862047,1174095226966827008,0,2,1
2465780,1175809823713189890,-1,3,1
2172544,1174903288086454273,0,3,1
498340,1171315138504384512,-3,1,1
2713527,1176449709248045056,-4,4,1
4726811,1180865634680356864,0,1,1
348555,1171088962468757507,-2,1,1
3880042,1179015889489924097,-1,1,3
2045428,1174582242724777984,1,3,1
3308604,1177674741685112832,0,1,2
895396,1172040936479744001,0,1,1
2628652,1176222357708582912,-1,1,1
2893704,1176769108244881410,0,4,2
4390418,1180046847924043776,0,1,4
563260,1171389878589906950,1,1,1
2045104,1174581611461038080,-1,3,1
484531,1171291547360485376,-3,1,1
1983416,1174374990684282880,-3,1,1
881711,1172024153479798784,0,1,1
3489417,1178097074774200320,-1,1,3
604909,1171449937881530370,1,1,1
2673019,1176392555786903553,-1,4,1
2424450,1175702421378674688,0,3,1
788897,1171842720501047297,-2,1,1
3353205,1177846015652708352,0,1,1
1153431,1172455471959150593,-1,1,1
2739265,1176477476857495552,0,4,1
1864659,1174105218314833927,0,2,1
1993758,1174396104206688257,-2,1,1
1840222,1174054344859246592,-2,2,1
1036948,1172215431081463814,3,1,1
1892009,1174223107919417344,-1,1,1
3574975,1178319271941824515,-3,1,3
1197508,1172536668223660032,0,1,1
2621610,1176211428853915650,1,1,1
3030469,1177009172375834624,-1,4,2
569228,1171396590617206785,1,1,1
2061476,1174611127906557952,-1,3,1
3903318,1179076323026841610,-2,1,3
1121790,1172408130610683906,-1,1,1
2165315,1174831648489254918,-1,3,1
2196469,1174957475008667648,0,3,1
2196405,1174957360873213953,0,3,1
4093183,1179484580295909376,0,1,1
2437137,1175724838461345792,0,3,1
669960,1171640440824745984,1,1,1
2544842,1176062358034296832,-1,1,1
2535445,1176049412235235329,-1,1,1
3287935,1177634102381613056,0,1,2
632031,1171506739734122498,0,1,1
2260452,1175115206013476866,0,3,1
217544,1170980205684494336,-1,1,1
2315080,1175333332198055937,0,3,1
3545781,1178250443782262784,0,1,3
4194880,1179692765166395392,-4,1,4
1641936,1173619188428152833,1,2,1
3292309,1177643417670750210,0,1,2
4494118,1180255306766524418,-1,1,4
1345688,1172873461666058240,2,1,1
2666983,1176382011176562688,0,4,1
724942,1171728206266871810,-2,1,1
3086824,1177153674562408449,-3,4,2
1462833,1173198407395172353,0,2,1
564899,1171391573680107520,1,1,1
1464256,1173201261249867778,1,2,1
2153073,1174802728108941312,1,3,1
1142308,1172438362407358466,0,1,1
2227139,1175018681065189376,0,3,1
412421,1171151630609371136,-1,1,1
1687660,1173692815689142272,-1,2,1
701134,1171697246666182657,0,1,1
198274,1170963424685244416,0,1,1
1291279,1172780219540869122,0,1,1
564608,1171391280418570240,1,1,1
2025443,1174463771177304064,0,1,1
681582,1171673708433477632,0,1,1
1758707,1173884559672401920,2,2,1
2054877,1174599080082845697,-2,3,1
4046697,1179422699833217024,0,1,1
2906005,1176784149811740672,0,4,2
4072306,1179457660384661505,0,1,1
4261493,1179788451526451200,0,1,4
639208,1171520666228539398,1,1,1
2412556,1175685272547315714,-3,3,1
1438404,1173156008434307073,-2,2,1
764992,1171800341232410625,0,1,1
3912138,1179094495742300160,-1,1,3
2657666,1176337108769918977,0,4,1
1057021,1172242190124376065,-2,1,1
3957648,1179193612816539649,-1,1,1
3512234,1178206701310414848,0,1,3
2489052,1175882535458488320,0,3,1
1630429,1173600245558718469,-2,2,1
696023,1171691106679107585,1,1,1
3565898,1178295937065783299,-2,1,3
1881361,1174210340474773506,-3,1,1
2173033,1174906980101550080,0,3,1
3609162,1178394372880162817,0,1,3
644725,1171530939689627648,0,1,1
898487,1172043997155647489,0,1,1
1145198,1172441789745090565,1,1,1
213538,1170976660897894402,1,1,1
2464228,1175805369240694784,0,3,1
1881618,1174210739747340290,0,1,1
1649972,1173633990974222337,1,2,1
1019464,1172191270422372352,1,1,1
4015505,1179370981435101187,-1,1,1
3853977,1178962463116554242,-1,1,3
2743529,1176482047667384320,0,4,1
726247,1171730098619215873,0,1,1
1431895,1173145799485808641,0,2,1
4060923,1179443752714346496,0,1,1
4748656,1180911754102165508,-1,1,1
4768934,1180947382063775744,0,1,1
2112680,1174721045703680002,0,3,1
310993,1171055495207149571,0,1,1
1826533,1174032852247371777,0,2,1
1799115,1173971234536742912,1,2,1
1415181,1173093795807846401,-2,2,1
1042144,1172223617779806209,3,1,1
1613797,1173569861110378499,-2,2,1
2434256,1175719299052425221,0,3,1
1414191,1173081137155063808,-2,2,1
1926695,1174266337335611395,1,1,1
1213495,1172567707599982593,0,1,1
489030,1171302234086354944,0,1,1
3872918,1179001084221820928,0,1,3
2774158,1176525080853209090,1,4,1
4052335,1179433320532209664,-1,1,1
1638657,1173614016230506497,-1,2,1
2666103,1176380413532618752,1,4,1
1881578,1174210659359305728,0,1,1
3904869,1179079583787880448,-1,1,3
2370546,1175502996731510785,-2,3,1
2514978,1176019644118896640,-3,1,1
1961643,1174322543051890688,0,1,1
1744273,1173861204038705152,0,2,1
2632669,1176229118125465603,-2,1,1
2531697,1176044475056943104,0,1,1
2132069,1174761230231396353,1,3,1
1803595,1173982536218943488,1,2,1
775280,1171819781445603330,-2,1,1
1934225,1174276132931297282,1,1,1
2618389,1176206428849283074,-2,1,1
3412319,1177947843765719041,0,1,1
2609094,1176192167812972550,0,1,1
3525203,1178224476569378818,-3,1,3
2509989,1176007275443642368,-1,1,1
1385615,1172967279627264000,-2,1,1
4242104,1179758174808805378,0,1,4
1145720,1172442370966601728,0,1,1
2489204,1175882934525583361,-1,3,1
4161333,1179654002373484545,0,1,4
1175401,1172486738461286401,-1,1,1
2888492,1176763223388954624,0,4,2
3053267,1177111442404859905,-2,4,2
4313243,1179860625482276864,-1,1,4
2433036,1175717115845853184,0,3,1
1881695,1174210832613486593,1,1,1
3465929,1178050077430038528,-3,1,1
1215858,1172571683657568259,-1,1,1
2051333,1174592449223757824,-1,3,1
3553116,1178262482999267330,1,1,3
2068158,1174623366092902400,1,3,1
608354,1171455087455043586,-2,1,1
925851,1172069223344017408,0,1,1
406409,1171145705479725056,-1,1,1
667189,1171607525231353856,1,1,1
666759,1171602730076528640,1,1,1
658914,1171557767943020547,1,1,1
3400695,1177922615954026497,0,1,1
577443,1171406366319271936,-1,1,1
1946483,1174294361271672832,0,1,1
4419271,1180096374530101249,-1,1,4
2611937,1176196576148119552,1,1,1
4433657,1180125025170530307,2,1,4
1022108,1172194932045598722,-1,1,1
1934527,1174276539912867840,0,1,1
2425715,1175704530396295168,0,3,1
2601038,1176178779305250816,0,1,1
393465,1171133407709020161,-1,1,1
3167624,1177305877927387137,1,4,2
2542179,1176058585811492864,-1,1,1
2726602,1176463655094894592,-2,4,1
922354,1172065993272811520,0,1,1
1251834,1172633485108006913,-1,1,1
3848466,1178954708473520129,-1,1,3
2674591,1176395040941314048,-1,4,1
666065,1171595126919114753,1,1,1
2557361,1176083082811760640,-3,1,1
514763,1171332771110903809,-1,1,1
2665509,1176379078640918528,-2,4,1
4175360,1179669935393513473,-4,1,4
1999240,1174406741498482694,0,1,1
4775937,1180959443393138688,1,1,1
1201817,1172544868859691013,0,1,1
1831050,1174039951660527617,0,2,1
311077,1171055577725902849,0,1,1
3095675,1177164870288064513,0,4,2
642817,1171527501564137473,-2,1,1
1009879,1172177786338992130,1,1,1
3555660,1178267840157278209,-3,1,3
1873373,1174191188305416194,0,1,1
3900999,1179068693323665410,0,1,3
2652095,1176283003586322432,-1,1,1
627055,1171494504123129858,0,1,1
3118146,1177201724706172928,0,4,2
3887945,1179034999418322949,-1,1,3
989669,1172145023640571904,-4,1,1
2324561,1175353751865085952,-2,3,1
3558196,1178273705731997697,0,1,3
411445,1171150694327472128,-1,1,1
3874660,1179004658792181760,-1,1,3
1826432,1174032693153030144,0,2,1
1631599,1173602796337356802,-1,2,1
2930776,1176823866771103744,0,4,2
2865435,1176728330307063809,1,4,2
2945702,1176853596144619520,0,4,2
1865059,1174107401869561857,-2,2,1
3702020,1178627977543847938,0,1,3
3321926,1177699897472114700,1,1,2
1842286,1174057775707631617,-1,2,1
3922076,1179113980108906496,-1,1,3
2324890,1175354439718318080,-1,3,1
4232665,1179743441795866626,0,1,4
4164923,1179658259717857280,0,1,4
4159674,1179652196692045824,0,1,4
2399636,1175654890154209280,1,3,1
2303004,1175313135667990528,0,3,1
2327800,1175361209354379264,-2,3,1
2289990,1175249324663554048,0,3,1
1834168,1174044589671550979,0,2,1
2432828,1175716779970220032,2,3,1
1282002,1172767597840019456,0,1,1
2474703,1175839344290127872,-1,3,1
4025757,1179387940704849920,-2,1,1
4336614,1179894741225410561,-3,1,4
1445668,1173167873809891334,0,2,1
4128749,1179531370055553024,0,1,1
4652995,1180741699183742976,0,1,1
3325055,1177707338045767681,0,1,2
2273997,1175153876875599872,-1,3,1
4709777,1180826436959195137,0,1,1
555126,1171380196349501440,1,1,1
608080,1171454620238958594,1,1,1
1494854,1173268720241774592,0,2,1
1392227,1172981726886400001,0,1,1
3932898,1179135538256846848,0,1,3
3982935,1179313216876404736,-3,1,1
781516,1171830784384208896,1,1,1
2035262,1174556461529260032,-2,3,1
4177749,1179672511593746432,0,1,4
1063297,1172249733836005376,3,1,1
2997687,1176957019997310976,0,4,2
4150191,1179638267140038656,1,1,4
712363,1171710545826910208,-1,1,1
602451,1171445914277269509,-1,1,1
3842392,1178946934415003649,1,1,3
1465448,1173203522663407616,-1,2,1
1920183,1174258096224518147,1,1,1
2485676,1175871086111727618,2,3,1
168531,1170917004221591553,-2,1,1
2431862,1175714955795955712,0,3,1
1434588,1173149987997474816,0,2,1
3428728,1177985274674126849,0,1,1
3881465,1179018935347400709,0,1,3
679007,1171670022818865153,0,1,1
2348064,1175433836114710528,-1,3,1
2610279,1176194029773578240,-1,1,1
3085214,1177151519180898304,-3,4,2
1429599,1173142109488107520,-2,2,1
4729729,1180873202526019586,0,1,1
3898354,1179062401624412162,-2,1,3
4440873,1180140211474518016,1,1,4
2661250,1176365918659731457,-1,4,1
322481,1171067282623205376,-2,1,1
4767680,1180945203269689344,0,1,1
469108,1171217730755842049,-1,1,1
660909,1171563814703259648,1,1,1
578017,1171407091241639937,1,1,1
4299400,1179840431322025984,1,1,4
3481824,1178077860977725441,0,1,1
2218831,1175000284239732737,0,3,1
3881353,1179018712873099265,0,1,3
978647,1172127421048471556,-2,1,1
1131774,1172422122154496001,0,1,1
2124271,1174743930589581314,0,3,1
3918488,1179106923305676807,-1,1,3
1115209,1172399430684700672,3,1,1
1752486,1173874703804575744,-1,2,1
3562980,1178285036090613760,1,1,3
2467229,1175814457613836289,2,3,1
825902,1171885812562182151,-1,1,1
362757,1171102665025175555,0,1,1
1975524,1174358371241209856,0,1,1
2058341,1174605545648611328,-1,3,1
3626600,1178424039964102658,-2,1,3
463254,1171206542722568194,0,1,1
2632566,1176228963594702850,-2,1,1
2849248,1176631877769281539,-1,4,1
2477722,1175848012444250112,-1,3,1
2016538,1174439912604495873,-1,1,1
3961187,1179234494492090369,0,1,1
2330482,1175368247530725378,0,3,1
2549663,1176070605587791872,-1,1,1
223371,1170985097249640448,-2,1,1
3001284,1176961361022242818,0,4,2
1657382,1173645578233896962,1,2,1
483924,1171289500733100033,0,1,1
413109,1171152265174011905,-1,1,1
311996,1171056443577065472,-2,1,1
1795936,1173963422968537088,-1,2,1
2597058,1176170977673338882,0,1,1
2322759,1175349785580249089,-1,3,1
1025405,1172199366607740929,2,1,1
4228003,1179736074026934272,-1,1,4
3494502,1178125121095180294,-3,1,3
3931766,1179133275228573698,-2,1,3
766941,1171804128760258560,-1,1,1
564810,1171391475743186944,1,1,1
1330930,1172841756020355073,-1,1,1
4450241,1180160528372654081,-1,1,4
712897,1171711111831465984,1,1,1
1977594,1174362755303915520,0,1,1
1925130,1174264282831294465,1,1,1
3574523,1178318093384335360,-2,1,3
642693,1171527281216327681,0,1,1
2126605,1174750509498085377,0,3,1
653405,1171545540108177408,0,1,1
2648238,1176267070356377601,0,1,1
1427818,1173139148011524096,1,2,1
3127553,1177222615968227330,-1,4,2
3519509,1178216830873329664,-1,1,3
571786,1171399612177027073,-2,1,1
1334227,1172847979604172800,-1,1,1
4074370,1179460314074628096,-1,1,1
577025,1171405877687050240,1,1,1
3052231,1177109959894605825,-1,4,2
3877555,1179010659004162049,-2,1,3
3908524,1179087158184988676,-1,1,3
2262583,1175121198461726720,0,3,1
1906864,1174242271975395329,0,1,1
918134,1172062086219870210,-3,1,1
786562,1171839545198989312,-1,1,1
262367,1171016405644468224,-1,1,1
1221425,1172581119771992065,0,1,1
1918304,1174255711183876097,-2,1,1
2851794,1176637774541123586,-2,4,1
1927168,1174266919794487296,-1,1,1
382107,1171122724095307777,1,1,1
1065684,1172252717902893059,-2,1,1
1694950,1173703187863408642,1,2,1
809775,1171870067602182145,0,1,1
2637890,1176238670850002945,-2,1,1
2669997,1176387639764799489,1,4,1
2315619,1175334352516976641,0,3,1
2273880,1175153568556507136,0,3,1
2145661,1174789323461398529,0,3,1
4113550,1179509392305250305,0,1,1
2323533,1175351606805708801,-2,3,1
580359,1171410038746951680,1,1,1
225622,1170986979460374528,1,1,1
1855687,1174080931277262848,0,2,1
270154,1171022538920615936,-3,1,1
4414317,1180086488702361600,-2,1,4
4632447,1180616414501187584,1,1,4
1095849,1172309393225867265,3,1,1
3608438,1178393091654520838,2,1,3
3210650,1177463475305496578,1,1,2
316490,1171060820060581888,1,1,1
3442477,1178012649327599617,-3,1,1
663512,1171575754854998018,0,1,1
2501292,1175923028972228609,-1,1,1
3888762,1179037196600242178,-1,1,3
1940675,1174285824042655744,0,1,1
4192392,1179689833830256640,0,1,4
2604641,1176184366034296832,0,1,1
1882362,1174211839120596993,0,1,1
4187441,1179684217229316096,-3,1,4
3525574,1178224870523641858,0,1,3
2461736,1175798099568148481,0,3,1
1698532,1173707919386382339,2,2,1
4400783,1180065966958501888,-1,1,4
2924801,1176813840136364034,-1,4,2
2282596,1175181282826948609,-1,3,1
622688,1171480504173920256,1,1,1
2651281,1176276663124074497,1,1,1
2549511,1176070382585044994,-1,1,1
1253909,1172640688837713922,0,1,1
2606805,1176188678126915585,-1,1,1
4074299,1179460223821586432,0,1,1
682563,1171675086656614400,-1,1,1
635902,1171514481806991362,0,1,1
4146670,1179630052016902145,-4,1,4
415197,1171154135166570497,1,1,1
667981,1171617672146182144,1,1,1
1986921,1174381976066973696,-1,1,1
3943347,1179152764200353793,-1,1,3
2385997,1175540228498558976,-2,3,1
1912815,1174249094048550914,0,1,1
1969683,1174344275334766593,0,1,1
3509238,1178202166357643265,0,1,3
1888181,1174219079424630784,0,1,1
4707589,1180822093157539840,-1,1,1
2658517,1176347601534427136,-4,4,1
2865306,1176727931168657411,-2,4,2
3490360,1178100293843718146,0,1,3
3756149,1178732938843840513,-1,1,3
2496560,1175902555659997185,0,3,1
1893485,1174224687318142981,-2,1,1
3455631,1178033764703854592,0,1,1
4747304,1180909087514644482,0,1,1
2205474,1174971408780161024,0,3,1
2506407,1175982232638566402,-1,1,1
2375254,1175514027411365888,0,3,1
538882,1171359410515599360,-1,1,1
2439232,1175728713419431938,-3,3,1
3597284,1178369832741462017,1,1,3
2904994,1176782760591142912,0,4,2
572351,1171400330116030464,1,1,1
433014,1171170841985519618,1,1,1
3186766,1177340697558552576,-1,4,2
1049505,1172233168113545216,3,1,1
867364,1171943387483783168,2,1,1
2553081,1176076087673217024,-2,1,1
1390917,1172978370918977537,-2,1,1
1473317,1173218239083687936,-2,2,1
1998011,1174404438850772993,-1,1,1
4603243,1180568281251495936,0,1,4
4047866,1179424490020843520,0,1,1
2905857,1176783936531439616,-1,4,2
2685928,1176413140726222848,-1,4,1
3565639,1178295259488559107,-3,1,3
1829489,1174037441960992771,0,2,1
950978,1172094303788834816,0,1,1
2527337,1176039125213990913,2,1,1
1384589,1172965343280734208,-2,1,1
4666331,1180761405638746112,0,1,1
2225820,1175015488629305351,0,3,1
1128690,1172418174215544833,3,1,1
1265282,1172686712260243456,-1,1,1
4142443,1179611204702130177,-1,1,4
1164611,1172470011572760584,0,1,1
411415,1171150660055777280,-1,1,1
2645033,1176257310005628933,-1,1,1
1884703,1174214943685664768,0,1,1
3970047,1179279599496257536,0,1,1
1193053,1172527286769176578,-1,1,1
619411,1171472554290102272,1,1,1
2272907,1175150675350700032,0,3,1
4279893,1179814393292435456,-3,1,4
4236999,1179749756416995329,0,1,4
1226814,1172591134721359872,0,1,1
1464878,1173202424670183425,1,2,1
2621698,1176211576002621443,-2,1,1
1894958,1174226227357523969,0,1,1
2428073,1175708521243009024,0,3,1
2650979,1176275475607539712,-1,1,1
2625590,1176217593767706626,2,1,1
2041688,1174575327483441152,-3,3,1
4051227,1179431599462584320,0,1,1
2396488,1175633162627702785,-3,3,1
2108112,1174710922306347008,-1,3,1
2576931,1176119275729424385,2,1,1
3568108,1178301739700764673,0,1,3
641210,1171524526904991749,-2,1,1
